SeriesInstanceUID,StudyInstanceUID,Modality,SeriesDescription,BodyPartExamined,SeriesNumber,Collection,Visibility,ImageCount
1.3.6.1.4.1.9590.100.1.2.181380004612430571924629395230074095682,1.3.6.1.4.1.9590.100.1.2.180383217411474965117355808620907562244,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.141269558913652553006787176281528676980,1.3.6.1.4.1.9590.100.1.2.321333206211434894702467255612410089563,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.270637349710602065435194182703174870832,1.3.6.1.4.1.9590.100.1.2.380637862511101891719875529443997027392,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.248325372712820177102654974923908928004,1.3.6.1.4.1.9590.100.1.2.62168777911459910621276981030193814075,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.119884457512153326013037224232242295465,1.3.6.1.4.1.9590.100.1.2.317027799511573865538670255673783427133,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.247856488010934370936211541980731726802,1.3.6.1.4.1.9590.100.1.2.153793611812874493420885132042885021142,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.260097167111163597619865862880949123212,1.3.6.1.4.1.9590.100.1.2.169637090711888652300135413003428784836,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.146067391511184368515298581922159428804,1.3.6.1.4.1.9590.100.1.2.120255228612685695733328725963210290485,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.81595047412515733434402090860388891176,1.3.6.1.4.1.9590.100.1.2.304652523211635217600539833652824421473,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.283698635311271285431196161914106924769,1.3.6.1.4.1.9590.100.1.2.55639035013364960527779337013001262160,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.318008934812095861631325144443543053501,1.3.6.1.4.1.9590.100.1.2.88944312212755073134368902711883995530,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.41786833313793784634388553313429932034,1.3.6.1.4.1.9590.100.1.2.239990820812413427402363232000875401222,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.70443846713903862142152818260703210410,1.3.6.1.4.1.9590.100.1.2.273773390512282930034268207821639476088,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.64900583912400133201398296532125171360,1.3.6.1.4.1.9590.100.1.2.60637239812280743622314210663360971515,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.34207961511245609216026123543326296215,1.3.6.1.4.1.9590.100.1.2.208348770512586173314263727692961165705,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.309659509510887454513411511083166810058,1.3.6.1.4.1.9590.100.1.2.259212268011015199132482771603442653513,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.406355689512315731134944644420603490297,1.3.6.1.4.1.9590.100.1.2.376345513711019906205979682672524947128,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.130787931412988499623264314072006524793,1.3.6.1.4.1.9590.100.1.2.220051702412242907337293267251039816975,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.40204365512880018321779759940450653990,1.3.6.1.4.1.9590.100.1.2.161403010412163078237192669872827688964,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.240307055812982365934923559750850873600,1.3.6.1.4.1.9590.100.1.2.314756926311256422439033335600748653017,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.189314452112933869040154302904039491366,1.3.6.1.4.1.9590.100.1.2.404837061312707075133393622153954649206,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.53879264413665805525747562692337775436,1.3.6.1.4.1.9590.100.1.2.334915062713405775408348382023149726434,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.219800829712677423516477981542625247692,1.3.6.1.4.1.9590.100.1.2.265093344711976120305586418370956919449,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.222577965612300868005003452514204948816,1.3.6.1.4.1.9590.100.1.2.404839219413736533842597585243916012201,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.209011943713455167027412576173668727159,1.3.6.1.4.1.9590.100.1.2.423605148511005351534018620271909026174,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.401103076411422365839738925242183339717,1.3.6.1.4.1.9590.100.1.2.60043502912824165407602154251956587759,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.23503618413514097328688162641693101707,1.3.6.1.4.1.9590.100.1.2.99360959212011365009822629590882678956,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.326711620811888171315511763670145940189,1.3.6.1.4.1.9590.100.1.2.381990803111197240907053869240778192730,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.192459841012504885012002840901312356243,1.3.6.1.4.1.9590.100.1.2.167552004611436760005801926591790182396,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.312746413612222890210457837312948002471,1.3.6.1.4.1.9590.100.1.2.165619276411495448711076304690911429897,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.196497807112433957032611636770293325287,1.3.6.1.4.1.9590.100.1.2.395226545613437735113891887981269076610,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.373450460011943535723485114102203879407,1.3.6.1.4.1.9590.100.1.2.232076487310825704619325190772257483420,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.314482593211447105225663929790106186423,1.3.6.1.4.1.9590.100.1.2.261911494811362370001106925331478016914,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.268140751711318316342058369623432017269,1.3.6.1.4.1.9590.100.1.2.389428979712855090731248749250044517825,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.394440237113159058009317567081341551514,1.3.6.1.4.1.9590.100.1.2.17890944012281470020025985570746068004,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.206320643512456142422128034601269161990,1.3.6.1.4.1.9590.100.1.2.3082096911452052323184582774223935449,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.300637685912809703816096682322380621217,1.3.6.1.4.1.9590.100.1.2.110972032413790503804818702523912741142,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.23353865011854537308918270790747448793,1.3.6.1.4.1.9590.100.1.2.22450796811390649830070565510956056950,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.367420849911583434101137288960888621366,1.3.6.1.4.1.9590.100.1.2.396872971013039488127305064111589500493,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.58671166011167603620988174693978747239,1.3.6.1.4.1.9590.100.1.2.170115865612573646507357375293908696472,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.408969321410699205918013687111110159762,1.3.6.1.4.1.9590.100.1.2.330266667112161980933371294012326000898,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.118041398411548857626787122023801406978,1.3.6.1.4.1.9590.100.1.2.242949641311158559519731723554198328959,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.288247537612268788818218599712870677562,1.3.6.1.4.1.9590.100.1.2.264285469011851276239740371670628123716,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.48611933413318405717053001232480627775,1.3.6.1.4.1.9590.100.1.2.239983011011858036507833868071212915929,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.364924701212234605133247302584179763602,1.3.6.1.4.1.9590.100.1.2.10973060312735369216525953580805347123,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.131766231511401706006244673881805190526,1.3.6.1.4.1.9590.100.1.2.34993000811673953425797764443739544005,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.176760421811610134340837515872432270232,1.3.6.1.4.1.9590.100.1.2.386850499712160401106604458351285086395,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.259354260510241675323210668930056163131,1.3.6.1.4.1.9590.100.1.2.353181528111028217529272626110544113975,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.334633084112387052223550821642297592918,1.3.6.1.4.1.9590.100.1.2.55175291212328299819294140280423092850,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.84857614811208960942130353953345115139,1.3.6.1.4.1.9590.100.1.2.92095981611894284434698963663637763407,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.379424800311840747207260589341218505902,1.3.6.1.4.1.9590.100.1.2.362175245611617264526540427814002670589,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.325593428211278488039259098973854914959,1.3.6.1.4.1.9590.100.1.2.345010865811535825428883989971961289772,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.53439685511264136414281289353575136933,1.3.6.1.4.1.9590.100.1.2.362532726510854502701157129212829970957,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.3029937311698740917534342400915829202,1.3.6.1.4.1.9590.100.1.2.272607025912065994614802325780290651121,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.262036392910701862326725293060095348682,1.3.6.1.4.1.9590.100.1.2.264555873313736141701516105084167428158,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.167430859011292126833540565793663288250,1.3.6.1.4.1.9590.100.1.2.378609699611337758842144172990556736958,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.282974639611597066801307931391859618854,1.3.6.1.4.1.9590.100.1.2.233834595812223002404008185910928695455,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.303415165211679533201564627673299724866,1.3.6.1.4.1.9590.100.1.2.235763777613234449015896224324170612181,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.20296063612649904418258492673404565676,1.3.6.1.4.1.9590.100.1.2.28507926411219183730902437652610831875,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.23281941811732347613699193692495870493,1.3.6.1.4.1.9590.100.1.2.345782656513401420627814417181923776840,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.65293480911198171827402456830091994445,1.3.6.1.4.1.9590.100.1.2.71146945511344141738078847200246457415,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.337942833912434019512763920910510771944,1.3.6.1.4.1.9590.100.1.2.128055538112860205201731552592244498331,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.153103568711712377022447999032380454652,1.3.6.1.4.1.9590.100.1.2.123390653310426735425215382381587711800,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.423017238411476484432162976453502508153,1.3.6.1.4.1.9590.100.1.2.33131093611639503228181730801462190605,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.235808582710559834528581958632991770614,1.3.6.1.4.1.9590.100.1.2.34530223312188124826456575031351913720,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.117135550711719008703695523040042530510,1.3.6.1.4.1.9590.100.1.2.370995161212824134537854094352165193668,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.325008952211176049115228258572880805694,1.3.6.1.4.1.9590.100.1.2.43093483511030093628501262283075286156,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.236212560312069879139761471071724646211,1.3.6.1.4.1.9590.100.1.2.242929911112347315408911878513636301087,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.1812403011907166503254032751887670849,1.3.6.1.4.1.9590.100.1.2.39404384011275013440008030012392600504,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.296546082211969608936967461713012066922,1.3.6.1.4.1.9590.100.1.2.420883805713721988103063251733020147181,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.29972496113667349131497230350164438193,1.3.6.1.4.1.9590.100.1.2.408224321811631207641885792151472238709,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.357979120612914521742934529702429070297,1.3.6.1.4.1.9590.100.1.2.99421289010299496436296720952184769303,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.295400289412664594307776853882592114725,1.3.6.1.4.1.9590.100.1.2.261388827912417806835176282944072123918,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.317537345412573702942126481161897405621,1.3.6.1.4.1.9590.100.1.2.411484366112763603321400124260514663187,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.226611626211106467230334888044046376770,1.3.6.1.4.1.9590.100.1.2.4903839011947556111073816572506992767,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.72213555810555994625280390951373929440,1.3.6.1.4.1.9590.100.1.2.119287284811740477508668297460898622243,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.122345100412667136507471507240211126141,1.3.6.1.4.1.9590.100.1.2.91515135613661069742537757510659062408,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.334370902011258273302495003301753256994,1.3.6.1.4.1.9590.100.1.2.255579538811961467814260978400321632056,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.39530795211355629535169596682017508323,1.3.6.1.4.1.9590.100.1.2.216683311912305010020885497882852110070,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.404508065611568637934152393560768134542,1.3.6.1.4.1.9590.100.1.2.218461542012869248415819729052265338608,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.210295139610968939401160313791080626754,1.3.6.1.4.1.9590.100.1.2.112930494410931661242023532990156256509,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.226610296811645680121584977171514773271,1.3.6.1.4.1.9590.100.1.2.168752633911322260840714674274167671670,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.110200752013990589826173359530691511714,1.3.6.1.4.1.9590.100.1.2.307939204913655128137089230404264054368,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.357009652411388153306750593650873985047,1.3.6.1.4.1.9590.100.1.2.307227927513138076114132076862505556957,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.192369204513879908101467155470435156404,1.3.6.1.4.1.9590.100.1.2.384581190011600179303393294692490951505,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.257491223313840371039100957562294523876,1.3.6.1.4.1.9590.100.1.2.271995189710219799913029651350953898614,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.43037812512950966706425061393201417385,1.3.6.1.4.1.9590.100.1.2.179863473711450187724103873471107678599,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.121026391111712707306402198102631174485,1.3.6.1.4.1.9590.100.1.2.377351782611043024526544690362471763531,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.249669865111241988233303832703065917326,1.3.6.1.4.1.9590.100.1.2.244434560211771106413603578022176538545,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.269024185411214125641375451033797303572,1.3.6.1.4.1.9590.100.1.2.423134516811077730336407750752289684519,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.406939296510585519726018582372408965846,1.3.6.1.4.1.9590.100.1.2.204412743211925712911157032000744229126,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.148800518311941529841382854780964900894,1.3.6.1.4.1.9590.100.1.2.211541894311879418716280193354221088805,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.250812916211487010814797431502527836568,1.3.6.1.4.1.9590.100.1.2.373769438111303674402870527221155944487,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.309432582512772065627928009003003936715,1.3.6.1.4.1.9590.100.1.2.288031321312242737609363687712793746210,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.402210593013149525006990685901984819153,1.3.6.1.4.1.9590.100.1.2.37656630611654050916561834662406112319,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.174787058510802507812027043053438383288,1.3.6.1.4.1.9590.100.1.2.354872811911047556530934473590083353467,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.376850612712939231809235372981964634391,1.3.6.1.4.1.9590.100.1.2.60920082611685731242069871993996250435,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.224352529311755417206653989232716114652,1.3.6.1.4.1.9590.100.1.2.74476744013479757336763560121048816608,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.24023000713507153629396478853819984725,1.3.6.1.4.1.9590.100.1.2.181822669111095973023034001023287186785,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.50268656912123181417399873864114085753,1.3.6.1.4.1.9590.100.1.2.37576832713755603542675920780768690537,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.173363593011797326511329873153986625209,1.3.6.1.4.1.9590.100.1.2.319380945512214118320374176332268828009,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.369552354013935081509113665641048467083,1.3.6.1.4.1.9590.100.1.2.334162413912224857307417276681386173943,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.157303470811153697510553713941802242843,1.3.6.1.4.1.9590.100.1.2.234752277811587199107830662591382024734,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.160810182611240852821748366541122981706,1.3.6.1.4.1.9590.100.1.2.371877477712225489332465452803668665812,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.74430767512434946041641230303177398660,1.3.6.1.4.1.9590.100.1.2.102024549311357885135518140670253284942,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.6682989211249626011902811152112281990,1.3.6.1.4.1.9590.100.1.2.306635462811710545828252366612318515197,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.371139785112022498108894209540878556491,1.3.6.1.4.1.9590.100.1.2.29940928011271282304211235171432200424,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.253833483912888070418146346762113298446,1.3.6.1.4.1.9590.100.1.2.226260753912570874122141039412811788215,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.339476514310825519203786582153655529920,1.3.6.1.4.1.9590.100.1.2.25303060912105447928122548553435443583,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.153339052913121382622526066491844156138,1.3.6.1.4.1.9590.100.1.2.157384031212566921514825155931159088272,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.85952808612741483701251063181906874633,1.3.6.1.4.1.9590.100.1.2.322330982113947885609029792542789392286,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.202095480811032340737751658411188476194,1.3.6.1.4.1.9590.100.1.2.388623869412435876822537857422666810605,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.184481799011592508400343141413897340525,1.3.6.1.4.1.9590.100.1.2.17014455311124667829504940951045580398,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.139344669011141587711257342902721346122,1.3.6.1.4.1.9590.100.1.2.193258883012716219538626830264274943539,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.8543817613777894030790496193102171877,1.3.6.1.4.1.9590.100.1.2.157692001612839133130924778482499151262,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.336582221812554146619929084161228702164,1.3.6.1.4.1.9590.100.1.2.388017469211323578701283232412586863204,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.164816435611957885837930318130838088222,1.3.6.1.4.1.9590.100.1.2.67733722312088336930183727671720029428,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.393153557712108435217733292863698253351,1.3.6.1.4.1.9590.100.1.2.194230308512918392342815179952925845237,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.413552525612500299238962344152837037519,1.3.6.1.4.1.9590.100.1.2.22287506613082061412842436391823450711,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.130173195010588799528237812521426629712,1.3.6.1.4.1.9590.100.1.2.300653477810446212611830698653913143570,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.268174856713593378234959671580569743068,1.3.6.1.4.1.9590.100.1.2.34697254911841600614169283941987137967,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.60051303511296043010690914631148577160,1.3.6.1.4.1.9590.100.1.2.137181284811410340524104900193061126447,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.31689824713227106801586223653050007702,1.3.6.1.4.1.9590.100.1.2.329056867311386364531009655193789044459,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.374341202012674325019551374163228307198,1.3.6.1.4.1.9590.100.1.2.378754926812553411629042920223341930840,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.356426976812300123625463463980239293622,1.3.6.1.4.1.9590.100.1.2.64392784711273906827031686870810510350,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.132704822212018315107629515583508000817,1.3.6.1.4.1.9590.100.1.2.175166997713804141310734270991271635072,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.82847500012941328113456746323239683770,1.3.6.1.4.1.9590.100.1.2.254792591011520155609583963002534544297,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.279664989512003749630877464853642291724,1.3.6.1.4.1.9590.100.1.2.21389249412681518824420266363415284605,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.5989648711529522202572653221853356264,1.3.6.1.4.1.9590.100.1.2.418069202310165392932803726141871301445,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.265460933912800457002673832222949160490,1.3.6.1.4.1.9590.100.1.2.301896908113430445000516263901223203517,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.414900468110429998222537527190469328926,1.3.6.1.4.1.9590.100.1.2.133444104213683313325327627792923606437,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.117240564312869979117942713704172292022,1.3.6.1.4.1.9590.100.1.2.274071283411484773124643027344135104217,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.27454436913617140322614335232961131129,1.3.6.1.4.1.9590.100.1.2.8934788312009637613192452232585932958,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.70058892510431415541436145992393610950,1.3.6.1.4.1.9590.100.1.2.70359146611844495304105962713164970527,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.310764120212251531022564821892779548768,1.3.6.1.4.1.9590.100.1.2.14137983612800799136580210023886278147,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.171638991511017534441168713543694174446,1.3.6.1.4.1.9590.100.1.2.220409731611809689241641028032966152465,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
1.3.6.1.4.1.9590.100.1.2.199190065012688646827767791760091510356,1.3.6.1.4.1.9590.100.1.2.407110163812694914200156742463022071295,MG,ROI mask images,BREAST,1,CBIS-DDSM,1,2
